QKEY,INTERVIEW_START_W74,INTERVIEW_END_W74,DEVICE_TYPE_W74,LANG_W74,FORM_W74,TOPICINT_a_W74,TOPICINT_b_W74,TOPICINT_c_W74,TOPICINT_d_W74,TOPICINT_e_W74,INEQATTN_W74,RACECONV_W74,EDUCRACE_W74,MINBUS_W74,COMMDIV_W74,COVID_SCI6E_W74,NOCVACC_a_W74,NOCVACC_b_W74,NOCVACC_c_W74,NOCVACC_d_W74,VACCNCRN_a_W74,VACCNCRN_b_W74,VACCNCRN_c_W74,VACCNCRN_d_W74,VACCNFDT_W74,VACCDEV_W74,VACCHAPPEN_a_W74,VACCHAPPEN_b_W74,VACCHAPPEN_c_W74,RACESURV5_a_W74,RACESURV5_b_W74,RACESURV5_c_W74,RACESURV5_d_W74,RACESURV5_i_W74,RACESURV5_j_W74,RACESURV6_W74,RACESURV12_W74,RACESURV13_W74,RACATTN_W74,RACESURV28_a_W74,RACESURV28_b_W74,RACESURV28_c_W74,RACESURV28_d_W74,RACESURV28_f_W74,RACESURV28_g_W74,IMPPEOPLE_a_W74,IMPPEOPLE_b_W74,IMPPEOPLE_c_W74,IMPPEOPLE_d_W74,IMPPEOPLE_e_W74,IMPPEOPLE_f_W74,REDRACIALINEQ_a_W74,REDRACIALINEQ_b_W74,REDRACIALINEQ_c_W74,REDRACIALINEQ_d_W74,REDRACIALINEQ_e_W74,REDRACIALINEQ_f_W74,REDRACIALINEQOTH_M1,REDRACIALINEQOTH_M2,REDRACIALINEQOTH_M3,REDRACIALINEQOTH_REFUSED_W74,BLM_W74,RACECHNG_W74,IMPLIVES_W74,POLICYCHNG_W74,SNSUSE_W74,POSTRACE_W74,POSTMOTIVE_a_W74,POSTMOTIVE_b_W74,JOKE1_W74,CANCUL1_W74,CANCUL2_W74,SMPOLAD1_W74,SMPOLAD2_W74,AVOIDPT1_W74,AVOIDPT2_a_W74,AVOIDPT2_b_W74,AVOIDPT2_c_W74,AVOIDPT2_d_W74,AVOIDPT2_e_W74,PROB1a_W74,SMSUEOH_W74,OHCONS_a_W74,OHCONS_b_W74,OHCONS_c_W74,OHCONS_d_W74,OHCONS_e_W74,SMOH_W74,ON7_a_W74,ON7_b_W74,ON7_c_W74,ON7_d_W74,ON7_e_W74,ON7_h_W74,IDENTITY_a_W74,IDENTITY_c_W74,IDENTITY_d_W74,IDENTITY_e_W74,IDENTITY_f_W74,ON7REC_a_W74,ON7REC_b_W74,ON7REC_c_W74,ON7REC_d_W74,ON7REC_e_W74,ON7REC_h_W74,ON10_W74,ON12_a_W74,ON12_b_W74,ON12_e_W74,ON12_f_W74,ON12_g_W74,ON12_h_W74,YOU1_W74,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE2,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,RACATTN_W43,RACESURV5a_W43,RACESURV5b_W43,RACESURV5c_W43,RACESURV5d_W43,RACESURV5i_W43,RACESURV5j_W43,RACESURV6_W43,RACESURV12_W43,RACESURV13_W43,RACESURV28a_W43,RACESURV28b_W43,RACESURV28c_W43,RACESURV28d_W43,RACESURV28f_W43,RACESURV28g_W43,COVID_SCI6E_W67,WEIGHT_W43_W74,WEIGHT_W67_W74,WEIGHT_W74
201901073684,9/9/2020 20:09:04,9/9/2020 20:30:35,3,2,1,1,2,1,1,2,1,3,2,3,2,2, , , , ,3,2,1,2,3,1,1,2,1,1,3,3,5,1,5,2,3, ,3,1,3,3,1,3,3,1,3,1,3,2,3, , , , , , , , , ,0,3,2,2, ,1,3,2,3,1,1,3,3,4,4,2,1,1,1,1,2,2,3,4,1,3,4,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,2,2,3,1,8,4,5,3,1,6,5,2,1,2,3,3,2,2,3,6,1,3,2,2, , , , , , , , , , , , , , , , ,1, ,.0573989417551883,.0739655981488931
201901073910,9/10/2020 1:33:53,9/10/2020 1:54:15,3,2,1,2,1,1,2,4,3,3,4,2,1,3,1,2,1,1, , , , ,3,1,2,1,1,2,5,5,5,5,5,2,3, ,1,1,3,1,1,3,3,3,4,3,3,2,4, , , , , , , , , ,0,4,2,2, ,2, , , ,2,1,4,1,2, , , , , , ,1,1,2,2,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,1,3,2,1,8,4,5,3,2,6,4,2,2,2,5,1, ,1,2,1, ,3,1,2, , , , , , , , , , , , , , , , ,2, ,.340791610986871,.393579132225297
201901074082,9/9/2020 20:52:14,9/9/2020 21:08:18,3,2,2,1,1,1,1,3,1,2,1,1,1,1, , , , ,1,1,1,3,1,2,1,1,1,1,5,3,5,1,5,1,3, ,3,3,3,3,3,3,3,1,2,1,4,1,2, , , , , , , , , ,0,4,2, ,1,1,1,4,4,2,1,4,2,3,2, , , , , ,1,1,4,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2, , , , , , ,4,1,2,2,2,2,2,2,1,3,5,4,2,3,1,1,3,3,99,3,1,4,1,2,2,2,2,1, ,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , ,.181542925951731
201901074112,9/9/2020 16:46:47,9/9/2020 17:10:51,2,2,1,1,1,1,1,3,1,3,2,1,2,2, , , , ,2,1,1,2,2,1,3,2,1,5,3,3,5,5,5,2,2,1,3,3,3,3,1,3,3,1,2,1,2,2,2,4,4,3,1,2,1,10, , ,1,2,1,1, ,1,1,1,3,1,1,4,2,3,3,2,3,2,3,2,1,99,1,1,1,1,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,2,2,1,6,1,8,2,1,3,2,6,1,11,2,4,2,2, ,2,3,2, ,3,1,1, , , , , , , , , , , , , , , , ,2, ,.0590094596059676,.079491495940952
201901074147,9/9/2020 17:43:26,9/9/2020 17:53:02,2,1,1,1,2,2,1,4,1,1,1,1,1,1, , , , ,2,1,1,3,2,1,3,2,2,1,4,3,3,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1, , , ,99,1,2,1, ,1,2,2,3,1,1,1,3,3,1, , , , , ,1,2,4,3,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,3,5,1,3,2,4,1,8,2,1,3,2,6,1,5, ,4,5,4,2,2,4,1, ,5,1,2, , , , , , , , , , , , , , , , ,1, ,.209968363445057,.262158404701942
201901074251,9/9/2020 17:08:38,9/9/2020 17:12:30,2,1,2,2,1,1,1,1,1,3,1,2,3,1, , , , ,1,2,2,1,1,1,3,1,2,5,4,4,3,1,4,2,1, ,1,3,1,2,2,1,3,2,1,2,3,1,4, , , , , , , , , ,0,2,1, ,1,1,2,2,1,2,2,2,2,1,3,2,1,3,2,2,2,2,4,2,3,3,2,1,2,1,2,2,2,2,1,1,1,1,1, , , , , , ,2,1,2,2,2,1,2,1,1,3,5,1,2,2,3,1,2,2,5,3,1,6,4,1,2,1,1,3,2,2,3,5,1,3,1,2, , , , , , , , , , , , , , , , ,3, ,.263712190131771,.188613027393782
201901074392,9/11/2020 18:19:12,9/11/2020 20:21:23,2,1,1,1,1,1,1,3,1,1,1,2,2,1, , , , ,2,1,1,3,2,1,2,1,1,1,4,5,3,1,3,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,3,1,2,1,2,2,1, , ,1,1,3,2, ,1,1,1,1,1,1,2,3,4,2, , , , , ,2,2,4,1,3,2,4,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,2,1,1,5,1,8,4,1,3,1,6,1,2,2,2,5,2, ,2,4,9,1,4,1,1, , , , , , , , , , , , , , , , ,1, ,.0622200291199056,.0785358870066521
201901074528,9/11/2020 13:55:39,9/11/2020 14:10:20,2,1,2,2,3,2,2,4,1,2,3,2,3,2, , , , ,2,1,2,2,2,1,2,2,2,2,2,3,3,2,2,1,3, ,1,3,3,3,3,3,3,1,2,3,3,3,2, , , , , , , , , ,0,3,1, ,1,1,4, , ,2,1,4,2,3,2, , , , , ,1,1,1,1,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,8,2,1,3,2,1,1,4,99,3,1,5,1,12, ,3,5,2, ,2,3,4,1,3,1,2, , , , , , , , , , , , , , , , ,2, ,.248666564242381,.265314966901467
201901074616,9/9/2020 23:39:39,9/9/2020 23:53:22,2,1,2,2,2,2,1,2,1,1,1,1,1,2, , , , ,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1, ,1,1,1,1,1,1,1,2,2,1,2,2,2, , , , , , , , , ,0,2,1, ,1,1,2,2,2,2,1,2,2,2,2, , , , , ,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1, , ,1, ,2,1,1,1,1,1,1,1,1,3,5,2,2,2,4,1,2,4,1,3,1,2,3,2,2,2,99,2, ,2,3,9,1,3,2,1, , , , , , , , , , , , , , , , ,2, ,.0565025975381531,.0730396651330426
201901074664,9/12/2020 19:37:24,9/12/2020 19:51:53,3,2,2,3,3,2,1,4,3,5,3,3,2,2, , , , ,1,2,2,2,2,1,1,1,1,5,5,5,5,5,5,1,1, ,1,3,3,3,3,3,3,2,3,2,2,3,3, , , , , , , , , ,0,3,2, ,2,2, , , ,2,2,4,1,4, , , , , , ,2,2,4,4,4,4,4,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,4,2,3,1,1,4,4,5,3,1,6,5,2,1,2,4,2, ,2,3,1,1,3, ,2, , , , , , , , , , , , , , , , , , , ,.233422547025561
201901074681,9/9/2020 19:25:10,9/9/2020 19:39:45,2,1,1,1,1,2,1,2,1,2,2,3,3,2, , , , ,3,2,3,3,2,1,2,3,2,1,4,4,2,1,4,2,2,3,2,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,1,1,1,8, , ,1,1,2,1, ,1,1,2,1,1,1,1,2,2,1, , , , , ,1,1,1,1,2,1,1,3,1,1,2,1,2,2,2,2,1,2,1,1,2, ,1, , ,4,1,2,2,2,1,1,1,1,3,5,2,1,1,5,1,8,3,1,3,1,6,1,10, ,3,5,2, ,2,3,3,1,3,1,2, , , , , , , , , , , , , , , , ,1, ,.0583360812469594,.0777439440852929
201901074769,9/9/2020 17:07:08,9/9/2020 17:12:53,2,1,1,4,1,3,3,3,2,4,3,2,4,2, , , , ,2,2,2,1,3,2,4,4,1,1,4,3,3,2,1,2,2,2,2,3,1,3,1,3,1,3,4,1,1,3,2,1,4,3,4,2,3,99, , ,1,3,1,1, ,2, , , ,2,1,3,3,2, , , , , , ,2,2,3,4,1,3,4,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,1,3,3,1,2, ,3,3,5,2,6,6,3,2,4,4,3,2,2,3,3, ,3,3,1, , , , , , , , , , , , , , , , , , , ,.578665701264787
201901074801,9/9/2020 17:37:16,9/9/2020 17:53:33,2,2,2,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1, , , , ,3,1,3,2,1,1,4,4,3,3,4,2,3, ,3,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , ,0,1,2, ,1,2, , , ,1,1,1,3,3, , , , , , ,1,1,1,1,1,1,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,9,3,1,3,1,1,5,4,5,3,1,6,1,1,1,1,1,2, ,2,4,2,1,5,1,2, , , , , , , , , , , , , , , , ,1, ,.155893711990462,.203915881823757
201901074823,9/9/2020 16:59:46,9/9/2020 17:16:21,2,2,1,1,1,1,1,1,1,2,1,1,1,2, , , , ,2,2,2,2,1,1,2,2,2,4,4,4,4,4,4,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,99,2,1,2, ,1,2,1,1,2,1,3,2,2,2, , , , , ,1,1,1,1,1,1,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,3,1,3,2,1,8,4,1,3,2,6,6,2,2,2,2,1, ,1,2,1, ,5,1,2, , , , , , , , , , , , , , , , ,1, ,.407132805738649,.539163852192235
201901074897,9/9/2020 19:51:46,9/9/2020 20:14:42,1,2,1,4,3,2,2,3,2,5,4,4,1,2, , , , ,2,3,3,2,1,1,2,2,2,5,5,5,99,5,5,1,3, ,1,3,3,3,3,3,3,2,1,1,2,1,2, , , , , , , , , ,0,99,3,2, ,1,4, , ,2,99,4,1,4,4,3,1,1,3,3,1,99,1,1,1,1,4,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,3,2,1,5,1,7,2,1,3,2,6,1,2,2,2,3,99,99,9,9,4, ,3,1,2, , , , , , , , , , , , , , , , ,1, ,.0675048900181763,.0995441178213206
201901074990,9/9/2020 17:03:58,9/9/2020 17:33:42,3,2,2,2,1,1,1,2,3,2,3,99,1,4,1,3,3,1, , , , ,3,1,1,1,1,2,2,5,5,1,2,1,3, ,1,1,3,3,1,3,3,2,3,2,4,3,2, , , , , , , , , ,0,3,1, ,1,1,3,4,1,2,2,4,1,4,1, , , , , ,1,1,3,2,3,1,3,4,1,2,1,2,1,2,2,2,1,2,2,1, ,2, ,1, ,5,1,2,2,2,99,2,3,1,3,5,4,2,1,5,1,4,4,1,3,1,6,3,2,2,2,3,3,1,1,2,4,1,3,2,1, , , , , , , , , , , , , , , , ,4, ,.0629141497296754,.0795088139586812
201901075049,9/10/2020 3:37:37,9/10/2020 3:54:51,2,1,2,1,1,1,1,3,1,2,2,3,3,1, , , , ,1,2,2,3,3,1,3,2,2,1,4,2,5,2,2,2,2,3,3,1,3,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,3, , ,1,1,1, ,2,2, , , ,1,1,2,3,4, , , , , , ,2,2,1,1,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,1,2,3,1,4,4,1,3,1,6,3,9, ,3,6,2, ,2,4,6,1,4,2,1, , , , , , , , , , , , , , , , ,1, ,.0272537418513613,.0710017138973233
201901075057,9/9/2020 21:34:55,9/9/2020 21:58:52,1,2,2,1,2,1,1,2,1,2,2,4,2,1, , , , ,2,1,2,3,2,1,1,1,1,1,1,1,5,2,1,2,2,3,2,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,99, , ,1,2,1, ,1,1,1,1,1,2,1,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,2,3,2,1,8,99,5,3,1,6,1,2,1,2,3,3,2,2,4,3,1,4,3,2, , , , , , , , , , , , , , , , ,2, ,.127136331190963,.17117861783559
201901075065,9/9/2020 16:43:36,9/9/2020 16:59:10,1,2,1,1,1,1,1,3,3,2,2,2,1,4,1,2,2,1, , , , ,2,1,1,3,1,1,2,4,4,2,3,2,3, ,3,3,3,3,3,3,3,2,2,2,3,2,2, , , , , , , , , ,0,3,2,1, ,2, , , ,2,1,3,3,4, , , , , , ,2,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,3,2,2,4,1,8,4,4,3,1,6,1,2,2,2,4,2, ,2,3,99,1,3,1,2, , , , , , , , , , , , , , , , ,2, ,.0272537418513613,.0687487590272021
201901075169,9/9/2020 17:07:50,9/9/2020 17:46:57,2,2,2,1,1,1,1,2,1,1,1,2,1,1, , , , ,2,2,2,2,2,1,1,1,1,5,5,5,5,5,5,2,3, ,3,3,3,3,3,3,3,1,1,1,1,1,1, , , , , , , , , ,0,1,1, ,1,1,1,1,1,2,1,3,3,3,2, , , , , ,1,1,1,1,1,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,1,3,2,1,8,4,1,3,1,6,1,2,1,2,2,2, ,2,3,3,1,2,2,1, , , , , , , , , , , , , , , , ,2, ,.157522268601494,.168774549638786
201901075211,9/10/2020 1:41:57,9/10/2020 2:01:14,2,2,1,1,1,1,1,1,1,2,2,2,3,1, , , , ,3,3,3,3,1,1,1,2,1,1,4,4,1,2,3,2,2,3,2,1,1,1,1,3,1,1,1,1,1,2,1,2,3,1,1,2,1,9, , ,1,1,1,1, ,1,2,2,4,2,1,3,3,3,1, , , , , ,1,1,2,1,1,1,1,4,1,2,2,2,1,2,2,2,1,2,1,1, , , ,1, ,3,1,2,2,2,2,2,2,1,4,9,3,1,3,2,1,1,4,5,3,1,5,1,2,2,2,2,2, ,2,3,4,1,3,1,2, , , , , , , , , , , , , , , , ,2, ,.230683764024257,.247984653876291
201901075271,9/9/2020 23:47:18,9/10/2020 0:46:34,2,2,1,2,2,1,2,3,3,4,3,4,3,4,1,3,3,1, , , , ,3,1,2,3,1,1,1,1,1,1,5,1,3, ,3,3,3,3,3,3,3,1,1,1,3,2,1, , , , , , , , , ,0,99,2,2, ,2, , , ,2,2,3,3,3, , , , , , ,1,99,1,1,1,3,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,3,2,1,6,1,3,4,1,3,1,4,2,12, ,3,6,3,99,9,9,2,1,4,2,2, , , , , , , , , , , , , , , , , , , ,.0945872161881733
201901075298,9/10/2020 1:31:29,9/10/2020 1:48:42,1,2,1,4,3,3,3,4,3,3,4,3,3,1, , , , ,3,3,3,3,2,1,2,2,3,2,3,5,5,5,5,2,3, ,3,1,3,3,1,3,3,2,2,3,2,3,3, , , , , , , , , ,0,2,1,1, ,1,2,2,3,99,1,4,3,4,3,1,3,1,1,1,2,2,3,1,2,2,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,1,3,2,1,97,3,1,3,2,6,2,2,1,2,3,99,99,9,9,1, ,3,2,2, , , , , , , , , , , , , , , , ,1, ,.0976326099986102,.108852514788056
201901075443,9/9/2020 18:35:47,9/9/2020 19:06:46,2,1,2,2,1,2,1,3,1,2,2,3,2,2, , , , ,1,3,3,3,1,1,3,3,3,1,4,3,3,1,3,2,2,3,3,1,1,1,1,1,1,1,2,1,2,1,2,4,3,3,2,2,2, , , ,99,3,2, ,1,1,3,1,4,2,2,2,2,1,2, , , , , ,2,2,2,1,1,1,2,3,1,2,2,2,2,1,2,2,1,2,2,2, , , , ,1,5,1,2,2,2,2,2,3,1,3,5,2,2,1,5,1,5,4,1,3,1,6,3,2,2,2,6,2, ,2,4,4,1,4,1,2, , , , , , , , , , , , , , , , ,1, ,.0272537418513613,.0689942105066374
201901075505,9/9/2020 16:27:01,9/9/2020 16:55:20,2,1,2,2,2,1,1,1,3,2,2,2,4,4,1,3,3,1, , , , ,3,1,2,2,1,1,3,3,5,1,3,2,3, ,3,1,1,1,1,1,1,1,2,2,2,2,2, , , , , , , , , ,0,2,2, ,2,1,3,2,2,2,1,2,3,4,4,2,2,3,2,2,1,2,1,1,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,2,2,3,2,1,1,1,1,3,1,1,1,2,2,2,5,2, ,2,3,4,1,3,1,2, , , , , , , , , , , , , , , , ,3, ,.257168410256502,.309235702981766
201901075536,9/10/2020 1:40:05,9/10/2020 1:56:53,2,2,2,1,3,1,1,4,1,3,1,2,1,3,1,3,1,1, , , , ,3,1,2,2,1,1,4,4,2,1,4,2,2,1,3,3,3,3,3,3,3,1,2,1,4,1,3,1,1,1,1,1,1, , , ,99,2,3, ,1,1,1,2,2,2,1,4,3,4,4,3,3,3,3,3,1,2,1,1,1,1,1,3,1,2,1,2,1,1,1,2,2,2,2,1, ,2, ,1,1,1,1,2,2,2,2,1,1,1,3,5,2,2,3,2,1,97,4,1,3,1,6,4,2,2,2,6,3,2,2,3,1,1,2,1,2, , , , , , , , , , , , , , , , ,1, ,.14258115206933,.163046825899585
201901075576,9/11/2020 21:38:45,9/11/2020 22:01:40,3,1,2,1,1,2,1,1,1,2,1,2,2,3,2,2,2,1, , , , ,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,1,3,3,3,2,2,2,2,2,2,4,2,2,2,3,2,8, , ,1,2,2, ,1,2, , , ,2,1,3,2,2, , , , , , ,1,1,2,2,2,2,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,2,3,2,99, ,1,2,2,1,1,2,1,1,1,3,2, ,2,3,1,1,3, ,1, , , , , , , , , , , , , , , , ,3, ,.0569704994082536,.0771830526604364
201901075592,9/9/2020 17:54:12,9/9/2020 18:22:06,2,2,1,1,1,1,1,2,1,2,3,2,2,3,1,3,3,1, , , , ,2,1,1,1,1,1,2,3,5,2,2,1,3, ,1,3,1,3,3,3,3,1,1,2,3,1,2, , , , , , , , , ,0,2,1,1, ,1,2,2,1,1,1,3,2,3,3,1,2,3,2,3,1,1,1,2,1,1,1,3,2,2,2,2,1,2,2,2,1,2,1, , , , , , ,3,1,2,1,2,2,2,1,1,3,5,2,1,2,3,1,8,2,1,3,2,6,1,2,1,2,3,1, ,1,1,8, ,2,1,1, , , , , , , , , , , , , , , , ,2, ,.0694287107199953,.104718314061143
201901075603,9/9/2020 19:50:51,9/9/2020 21:24:27,2,2,2,1,1,1,1,1,1,2,1,4,3,2, , , , ,1,3,2,1,1,1,2,1,1,1,99,5,99,1,1,99,99, ,1,3,3,3,3,3,99,1,1,2,99,1,1, , , , , , , , , ,0,99,1, ,2,1,4, , ,2,1,4,99,1,99, , , , , ,1,2,1,1,1,1,1,3,2,2,2,2,1,1,2,2,2,2,2, , , , ,2,2,99,1,2,2,2,2,2,1,1,1,2,2,2,3,1,1,4,2,5,3,2,6,1,99, ,99,99,99,99,9,9,5, ,99,2,1, , , , , , , , , , , , , , , , ,2, ,.122713237360388,.113014118172247
201901075686,9/10/2020 22:01:28,9/10/2020 22:20:22,1,1,2,3,1,1,1,3,1,2,2,2,3,2, , , , ,2,2,2,1,2,1,2,2,3,2,4,4,4,1,2,2,1, ,3,1,1,1,1,1,1,1,2,1,2,2,2, , , , , , , , , ,0,1,1, ,2,1,2,2,2,2,1,3,2,2,3,2,2,1,2,1,1,2,2,1,3,4,3,1,2,2,2,1,2,2,1,2,2,2,2, , , , , , ,3,1,2,2,2,2,2,1,1,3,5,1,2,1,5,1,8,3,1,3,1,6,6,2,2,2,4,2, ,2,4,2,1,4,2,2, , , , , , , , , , , , , , , , ,1, ,.0272537418513613,.0277486068192884
201901075752,9/9/2020 22:31:17,9/9/2020 22:52:03,2,1,1,2,2,1,1,2,2,2,2,2,2,3,1,1,1,1, , , , ,2,1,1,1,2,2,1,3,4,4,4,2,2,1,2,3,3,3,3,3,3,2,1,1,2,2,1,4,1,2,1,1,3, , , ,99,4,2,2, ,2, , , ,1,1,2,3,2, , , , , , ,1,1,1,1,1,1,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,1,2,3,2, ,4,1,1,1,6,3,2,2,2,5,4,99,9,9,99,1,4, ,2, , , , , , , , , , , , , , , , ,1, ,.0830624311027663,.110538442045021
201901075917,9/9/2020 17:41:21,9/9/2020 18:15:27,2,2,2,4,2,2,3,2,3,5,4,4,2,4,1,1,2,2, , , , ,3,1,1,1,1,5,5,5,5,5,2,1,3, ,1,3,3,3,3,3,3,2,4,3,4,3,2, , , , , , , , , ,0,2,3, ,2,1,2,1,4,1,1,3,1,4,4,3,1,3,3,3,2,2,1,3,1,2,2,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,2,2,1,5,1,6,2,1,3,2,6,1,2,2,2,2,1, ,1,2,3, ,3,1,1, , , , , , , , , , , , , , , , ,4, ,.0969177152137472,.0962764673134324
201901076020,9/9/2020 21:54:24,9/9/2020 23:01:38,2,2,2,3,2,2,2,4,3,2,3,4,1,4,1,3,3,1, , , , ,2,1,1,3,2,1,3,3,3,1,3,2,2,2,3,1,1,1,1,3,1,2,1,2,3,2,2,3,1,1,2,2,2,8, , ,1,2,1, ,1,1,3,3,3,2,1,4,2,2,4,1,3,3,1,3,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2, , , , , , ,4,1,2,2,2,2,2,2,1,1,2,2,2,2,3,1,7,3,1,3,99,6,1,1,1,1,4,2, ,2,3,3, ,3,1,2, , , , , , , , , , , , , , , , ,2, ,.0971975656694972,.122061509151597
201901076034,9/10/2020 2:30:26,9/10/2020 3:00:33,1,2,1,3,2,1,3,4,3,5,4,4,1,3,1,1,3,1, , , , ,4,1,2,2,2,2,5,5,5,5,5,1,3, ,2,3,3,3,1,3,3,1,3,3,3,3,2, , , , , , , , , ,0,2,2,2, ,1,4, , ,2,2,4,3,4,3,3,1,3,3,3,1,1,1,1,2,3,3,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,2,1,2,4,1,6,2,1,3,2,6,1,12, ,3,6,3,2,2,3,5, ,3,1,2, , , , , , , , , , , , , , , , ,2, ,.0767533614292766,.123601112835366
201901076068,9/10/2020 18:24:38,9/10/2020 19:01:33,2,1,1,2,1,2,1,1,1,2,3,2,1,1, , , , ,2,2,3,2,2,1,3,3,2,1,4,4,3,1,3,2,99, ,3,1,3,1,1,1,3,2,1,1,2,1,1, , , , , , , , , ,0,1,1,1, ,1,1,1,2,1,1,3,3,4,3,3,3,3,3,3,1,2,1,1,1,1,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,3,2,1,6,1,2,4,1,3,1,2,1,2,2,2,2,2, ,2,3,8,1,3,1,2, , , , , , , , , , , , , , , , ,1, ,.0779125745467511,.0948112570244772
201901076283,9/9/2020 18:02:48,9/9/2020 18:14:55,1,2,1,2,1,1,1,3,1,3,2,4,2,2, , , , ,3,2,1,2,2,1,2,3,1,1,3,5,5,5,2,2,3, ,1,3,3,3,1,3,3,1,1,2,4,2,1, , , , , , , , , ,0,2,2,2, ,1,3,2,4,2,1,4,1,4,1, , , , , ,2,1,2,3,1,1,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,2,1,1,6,1,8,3,1,3,1,6,1,2,2,2,3,3,2,2,4,9,1,4,1,1, , , , , , , , , , , , , , , , ,2, ,.0272537418513613,.0277486068192884
201901076544,9/11/2020 15:55:26,9/11/2020 16:24:31,2,1,1,2,2,2,2,2,3,4,2,2,2,3,1,2,2,1, , , , ,2,1,1,1,2,1,4,4,4,1,5,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,99,1,1,2, ,1,2,2,2,2,1,4,2,2,2, , , , , ,1,2,1,1,1,2,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,2,1,3,2,1,97,4,1,3,1,6,6,1,2,1,5,2, ,2,4,1,1,4,1,2, , , , , , , , , , , , , , , , ,2, ,.0663261000535731,.0873098442439576
201901076730,9/11/2020 5:12:46,9/11/2020 5:40:45,2,2,1,3,4,3,2,3,3,5,4,4,3,2, , , , ,3,1,2,3,2,99,2,1,1,5,5,5,5,5,5,2,3, ,2,1,3,1,1,3,1,3,2,3,2,3,3, , , , , , , , , ,0,2,3,2, ,1,4, , ,2,1,4,1,2,4,1,1,1,1,3,3,2,1,1,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,9,3,1,3,2,1,1,99,5,3,2,99,1,2,2,2,4,2, ,2,4,1, ,4,3,2, , , , , , , , , , , , , , , , ,2, ,.0712775794213317,.0867963050396245
